year,month,sst,chlorophyll,wind_speed,pressure,solar_radiation,precipitation,salinity,nitrate,phosphate,silicate,chlorophyll_coverage
2023,1,10.3974193548,6.07629344262,2.55917179487,102197.512821,119.381763077,0.0628128205128,34.6628930168,2.31124223064,0.230855927309,4.60045045172,0.625641025641
2023,2,6.73078937729,5.676495,3.88107589744,102205.972821,122.434322051,0.0889933333333,34.8643956065,2.37329557684,0.299869496725,4.68997784821,0.615384615385
2023,3,5.3885789909,5.20886890756,1.60974205128,101694.851538,168.713366667,0.0768558974359,34.9375049214,2.42582103184,0.350690910616,4.74102717169,0.610256410256
2023,4,6.72268034188,5.90245491803,1.38999692308,101104.351795,208.584123077,0.121144615385,34.985032006,2.44727410036,0.369129816573,4.75128638031,0.625641025641
2023,5,10.3910967742,5.38841557377,1.80256410256,100798.943077,212.238241026,0.124684102564,34.9602605101,2.42473540212,0.350115153934,4.75053771642,0.625641025641
2023,6,15.3897333333,5.33929098361,2.10748974359,100335.828718,188.0602,0.293216410256,34.814353811,2.37919122145,0.299941419134,4.67725595609,0.625641025641
2023,7,20.3928039702,5.9679,3.99531333333,100260.005128,198.187991795,0.230983076923,34.687201929,2.30676299464,0.230442071685,4.61178142118,0.625641025641
2023,8,24.0578693135,6.02384552846,1.51222666667,100096.10641,221.145351795,0.131449230769,34.4782150457,2.2377353194,0.161205509689,4.54565951224,0.630769230769
2023,9,25.3928820513,5.31937398374,2.12953384615,100804.057436,177.923784615,0.122320512821,34.4221303932,2.18391145484,0.111456672155,4.49830109722,0.630769230769
2023,10,24.0511712159,5.54635528455,2.57421179487,101538.532821,153.319148205,0.0433471794872,34.3991509491,2.17147229512,0.0925459887565,4.4693990992,0.630769230769
2023,11,20.3891623932,5.87123252033,1.82282615385,101910.19359,130.344476923,0.0644256410256,34.3844567596,2.18466807863,0.110550083123,4.49541360989,0.630769230769
2023,12,15.3873945409,5.82274754098,2.79047179487,102236.535897,101.796083077,0.0513830769231,34.533435829,2.23461327198,0.161572092176,4.5455020386,0.625641025641
