year,month,sst,chlorophyll,wind_speed,pressure,solar_radiation,precipitation,salinity,nitrate,phosphate,silicate,chlorophyll_coverage,red_tide_label
2004,1,10.3996972705,4.72871978022,2.96096358974,102172.622051,107.145554359,0.0707953846154,34.0130238329,2.56924650911,0.255995475378,5.11667039687,0.466666666667,0
2004,2,6.73196993811,4.07028421053,0.701137435897,101832.115385,163.641393333,0.0824553846154,34.1672469072,2.64642430989,0.332853141267,5.19931160416,0.487179487179,0
2004,3,5.4001439206,3.58326436782,2.28057897436,101685.193333,171.562298462,0.0728287179487,34.2376305638,2.69454347078,0.389589173823,5.26570564567,0.446153846154,0
2004,4,6.7253965812,8.23962349398,0.982506153846,101030.349744,219.914061538,0.139577948718,34.2800352247,2.71917626787,0.410181803905,5.28553486782,0.851282051282,0
2004,5,10.3869098428,7.99714378698,1.81894666667,100607.447692,228.111099487,0.181057948718,34.2313377598,2.70057935041,0.389771722402,5.25291150158,0.866666666667,1
2004,6,15.3800512821,7.39787730496,2.23150871795,100450.851282,225.156615385,0.16262974359,34.1629263466,2.64455200839,0.33244492172,5.20423999476,0.723076923077,1
2004,7,20.3962497932,8.27640941176,4.40032153846,100229.080769,270.017646667,0.0756543589744,33.9784313791,2.5657391838,0.255975399265,5.12733396687,0.871794871795,0
2004,8,24.0517419355,8.88754730539,2.69794,100181.448718,246.060894359,0.0905528205128,33.8838108628,2.48531939609,0.179832870885,5.04425008196,0.85641025641,0
2004,9,25.3905709402,6.33212132353,3.04830769231,100898.410513,163.248323077,0.193426666667,33.7560381584,2.42768351569,0.122901801401,4.98932754946,0.697435897436,0
2004,10,24.0535765095,5.64850542636,4.61141692308,101628.340769,172.967520513,0.0410753846154,33.6596477623,2.40784690454,0.102689120888,4.98090771791,0.661538461538,0
2004,11,20.3934461538,4.42970754717,1.55038923077,101954.598462,132.928169231,0.0842615384615,33.757980277,2.42885728729,0.123575019494,4.9953631572,0.54358974359,0
2004,12,15.391025641,3.88361980198,3.50363076923,102106.382308,92.7404425641,0.127531282051,33.85246999,2.48588211168,0.179431186674,5.05758843305,0.517948717949,0
2005,1,10.3884301075,5.88534245283,3.86586820513,102116.648974,104.412483077,0.0603779487179,34.0690375641,2.54635741704,0.255265511294,5.09986849789,0.54358974359,0
2005,2,6.73200732601,5.04208333333,3.59391948718,102058.576667,104.804473846,0.164172307692,34.2071696687,2.62864880601,0.330903366014,5.17406712168,0.307692307692,0
2005,3,5.38402812242,6.28072746479,1.13357897436,101855.497179,188.534480513,0.0753702564103,34.2980040597,2.68493712413,0.387181568348,5.21822684347,0.728205128205,0
2005,4,6.73191623932,9.27293291139,2.26792615385,101147.436154,234.609446154,0.0910405128205,34.3517711456,2.70808952812,0.40787711524,5.25826085844,0.810256410256,1
2005,5,10.3860496278,8.07860509554,2.70699794872,100651.578205,213.44113641,0.15876974359,34.2933447858,2.68228205471,0.387071113893,5.22477482409,0.805128205128,1
2005,6,15.3933264957,7.74423592814,3.43552102564,100136.911282,252.388907692,0.0921774358974,34.1835197965,2.628487636,0.331215156684,5.18015508778,0.85641025641,1
2005,7,20.3925409429,9.38537125,3.47487230769,100237.378974,240.012651282,0.0921717948718,34.0394278303,2.55217864902,0.255434045168,5.09102992712,0.820512820513,1
2005,8,24.0400843672,9.45916158537,2.92375435897,100279.918974,213.405446667,0.211068205128,33.9130565088,2.47150790722,0.178676560953,5.01815995079,0.841025641026,1
2005,9,25.3939418803,7.51534710145,2.25637128205,100927.218462,210.126092308,0.0942415384615,33.7840471187,2.4141259073,0.122271866036,4.95942677234,0.707692307692,1
2005,10,24.0492092639,5.54178235294,3.88222717949,101634.871795,157.944729744,0.0478656410256,33.7357474297,2.39240029506,0.102993856374,4.96063976043,0.697435897436,0
2005,11,20.3967692308,4.31262352941,1.55787846154,101699.100513,115.922430769,0.0856846153846,33.7716461572,2.41650793901,0.122635869652,4.98056648239,0.523076923077,0
2005,12,15.3967791563,5.68091415929,3.57805384615,102388.692051,109.422909744,0.0436707692308,33.8802806809,2.47651879258,0.178564881757,5.02568485804,0.579487179487,0
2006,1,10.3997634409,3.05588461538,3.25351692308,102087.265385,96.5484507692,0.117710769231,34.1011753214,2.54063218062,0.253835616606,5.07515610948,0.266666666667,0
2006,2,6.72891758242,4.51757032967,3.14843025641,102285.974359,122.345224615,0.0956261538462,34.2202971801,2.61259815867,0.329793173759,5.15800313981,0.466666666667,0
2006,3,5.38648800662,6.30127008547,0.709185128205,101479.517949,197.880583077,0.062481025641,34.3026661948,2.66806546472,0.385339652868,5.19345783857,0.6,0
2006,4,6.7364,8.56369480519,1.04310512821,100915.76359,222.454430769,0.139756923077,34.3842567864,2.69115402354,0.406045214105,5.2333101873,0.789743589744,0
2006,5,10.3944995864,10.145036,1.10730871795,100839.426154,204.691489744,0.208688717949,34.34307606,2.66814587079,0.384937959029,5.2075423688,0.769230769231,1
2006,6,15.3917965812,8.12194382716,2.60941897436,100261.651282,228.597861538,0.142665128205,34.21593445,2.61382303605,0.329806966877,5.1378494403,0.830769230769,1
2006,7,20.3936641853,9.11139876543,4.06610615385,100065.508718,229.430856923,0.124966666667,34.0921766637,2.53019301681,0.253397734744,5.07944992755,0.830769230769,0
2006,8,24.0479768404,9.13311320755,2.32440358974,100310.129231,248.567220513,0.0460158974359,33.9143422578,2.46567963817,0.177214396377,4.99470746143,0.815384615385,0
2006,9,25.3762324786,7.77824184397,4.07460615385,100927.85641,168.739430769,0.148695897436,33.8115033252,2.40372311284,0.121947305449,4.92950131042,0.723076923077,0
2006,10,24.0543804797,5.22148518519,2.56979589744,101428.808205,166.847055385,0.0164123076923,33.716893201,2.38565160484,0.101868380263,4.92594654799,0.692307692308,1
2006,11,20.3878700855,5.99134758065,1.80794564103,101551.645641,112.0856,0.125753846154,33.8267652039,2.40469908162,0.121594415808,4.9441445742,0.635897435897,0
2006,12,15.3849048801,5.28187619048,3.61011846154,102321.684615,98.9354030769,0.0472569230769,33.9350810107,2.45929231035,0.17782167863,4.98597452924,0.538461538462,1
2007,1,10.3889462366,4.72062197802,3.89023025641,102409.59641,105.748885128,0.0552333333333,34.1074341301,2.5219005696,0.251736465296,5.05155633685,0.466666666667,0
2007,2,6.72813003663,4.89661307692,1.5400025641,101728.46359,157.899954872,0.0686743589744,34.2373088169,2.59837262102,0.327915814219,5.12826858435,0.666666666667,1
2007,3,5.39955996691,6.84470300752,1.64521230769,101485.372821,173.493582564,0.115592820513,34.3220759896,2.65361246595,0.38293450272,5.17908055464,0.682051282051,0
2007,4,6.73328034188,7.7366751634,1.13082205128,101340.967692,208.855492308,0.119333333333,34.4333623002,2.67371519172,0.403840805993,5.19810806865,0.784615384615,0
2007,5,10.3864135649,7.39470352941,2.37984102564,100575.956923,242.530375897,0.0728738461538,34.3958422208,2.65588292421,0.383218869666,5.17670808459,0.871794871795,0
2007,6,15.3829726496,8.93590191083,2.38714615385,100306.669744,208.835876923,0.150857435897,34.2726231489,2.59441230211,0.327409729729,5.12281288993,0.805128205128,1
2007,7,20.3881488834,8.67029382716,2.61512666667,100022.22359,250.518630769,0.104359487179,34.0611068817,2.52543680203,0.251982760618,5.04415589137,0.830769230769,1
2007,8,24.0718676592,9.62810849673,4.23448666667,100215.798462,230.978376923,0.0986246153846,33.9253312222,2.44645090016,0.17696938507,4.96029353601,0.784615384615,1
2007,9,25.383182906,6.71767333333,2.81915641026,100668.004103,174.543692308,0.194393333333,33.8527221916,2.39329429112,0.121158993292,4.9069372876,0.692307692308,1
2007,10,24.0552721257,5.5773625,3.92633384615,101487.048462,159.079234359,0.129082051282,33.7826822126,2.37606941095,0.101054012005,4.88591574871,0.65641025641,0
